Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Image Src
beauty-of-joseon-ginseng-essence-water-150ml,"Ginseng Essence Water (150ml)","Dry and damaged skin will drink up this refreshing Hanbang essence that revitalizes and smooths texture. Engineered with 80% Ginseng Root Water and 2% Niacinamide, it skillfully provides deep hydration while regulating oil production. Fortified with Adenosine and Hyaluronic Acid, it combats external aggressors for a radiant complexion.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-GINSENG-ESSENCE,450,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Beauty_of_Joseon_Ginseng_Essence_Water_150ml.png?v=1772988904
beauty-of-joseon-radiance-cleansing-balm-100ml,"Radiance Cleansing Balm (100ml)","Experience a gentle yet effective double cleanse with this nourishing balm that melts away makeup and impurities. Engineered with Rice Bran Water and Grain Extract, it skillfully clarifies the complexion without stripping the natural moisture barrier. Fortified with Sea Buckthorn Oil, it ensures your skin remains cleaned, smooth, and radiant.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-CLEANSING-BALM,450,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Product_Images_-_2026-01-22T222527.250.png?v=1769091986
beauty-of-joseon-red-bean-refreshing-pore-mask-140ml,"Red Bean Refreshing Pore Mask (140ml)","Deeply cleanse and refresh your pores with this nutrient-dense clay mask inspired by traditional skincare. Engineered with 30% Haenam Red Bean Extract and Kaolin, it skillfully absorbs excess sebum and exfoliates dead skin cells. Fortified with Pear and Strawberry extracts, it ensures a smooth, clarified complexion without a tight after-feel.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-REDBEAN-MASK,450,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Beauty_of_Joseon_Red_Bean_Refreshing_Pore_Mask_140ml.png?v=1772989575
beauty-of-joseon-revive-serum-ginseng-snail-mucin-30ml,"Revive Serum : Ginseng + Snail Mucin (30ml)","Restore your complexion's natural vitality with this luxurious Hanbang serum designed for dull skin. Engineered with 63% Ginseng Root Water and 3% Snail Secretion Filtrate, it skillfully promotes skin regeneration and improves elasticity. Fortified with Adenosine and Licorice Root, it ensures your skin looks revitalized and glowing.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-REVIVE-SERUM,350,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Beauty_of_Joseon_Revive_Serum_Ginseng_Snail_Mucin_30ml.png?v=1772989375
beauty-of-joseon-glow-deep-serum-rice-alpha-arbutin-30ml,"Glow Deep Serum : Rice + Alpha-Arbutin (30ml)","Engineered with 68% Rice Bran Water and 2% Alpha-Arbutin, this lightweight serum is designed to illuminate and boost skin health. It skillfully targets pigmentation and uneven skin tone by suppressing melanin production. Fortified with Niacinamide, it ensure your skin achieves a brightened, clear, and glass-like complexion.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-GLOW-DEEP,350,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Beauty_of_Joseon_Glow_Deep_Serum_Rice_Arbutin_30ml.png?v=1772988792
beauty-of-joseon-ginseng-cleansing-oil-210ml,"Ginseng Cleansing Oil (210ml)","Experience a deep yet gentle cleanse with this potent oil that effectively dissolves dirt and makeup residue. Engineered with 50% Soybean Oil and 0.1% Ginseng Seed Oil, it skillfully protects the skin barrier while providing antioxidant benefits. Fortified with essential fatty acids, it ensures your skin remains nourished and smooth.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-CLEANSING-OIL,480,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Product_Images_45_54cafcf1-9662-474b-9094-a297505c1a68.png?v=1769049509
beauty-of-joseon-ground-rice-and-honey-glow-mask-150ml,"Ground Rice and Honey Glow Mask (150ml)","Revitalize and brighten your skin with this innovative wash-off mask that combines physical and chemical exfoliation. Engineered with 5% Honey and Upcycled Makgeolli Lees, it skillfully delivers deep hydration while improving skin texture. Fortified with Rice Hull Powder, it ensures a gentle scrub that leaves your skin feeling exceptionally soft and luminous.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-GROUND-RICE-MASK,480,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Product_Images_16_1.png?v=1769089503
beauty-of-joseon-glow-replenishing-rice-milk-150ml,"Glow Replenishing Rice Milk (150ml)","Transform lackluster skin with this milky, replenishing toner inspired by traditional beauty waters. Engineered with Rice Bran Extract and Rice Germ Extract, it skillfully provides moisture and clarifies the complexion. Fortified with Niacinamide and Panthenol, it ensures your skin achieves a healthy, glass-like radiance with every application.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-RICE-MILK,450,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Glow_Replenishing_Rice_Milk_150ml.png?v=1772988904
beauty-of-joseon-red-bean-water-gel-100ml,"Red Bean Water Gel (100ml)","Ideally suited for oily and combination skin, this lightweight gel moisturizer balances sebum while locking in hydration. Engineered with 44% Haenam Red Bean Extract and a 3-Peptide Complex, it skillfully minimizes oiliness while improving skin elasticity. Fortified with Red Bean extract, it ensures a matte, refreshed finish without weighing the skin down.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-REDBEAN-GEL,490,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Red_Bean_Water_Gel_100ml.png?v=1772989575
beauty-of-joseon-centella-asiatica-calming-mask-10-pcs,"Centella Asiatica Calming Mask (10 Sheets)","Instantly soothe and hydrate stressed skin with this premium Tencel sheet mask set. Engineered with 15% Centella Asiatica Extract and 3 types of Hyaluronic Acid, it skillfully reduces redness and restores moisture. Fortified with Mugwort and Green Tea extracts, it ensures your skin feels calm, hydrated, and deeply recovered.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-CALMING-MASK-10,420,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Centella_Asiatica_Calming_Mask.png?v=1767459399
beauty-of-joseon-light-on-serum-centella-vita-c-30ml,"Light On Serum : Centella + Vita C (30ml)","Reveal a brighter, more even complexion without the typical irritation of Vitamin C. Engineered with 68% Centella Asiatica Extract and 10% Vitamin C Derivative (3-O-Ethyl Ascorbic Acid), it skillfully targets hyperpigmentation while soothing the skin. Fortified with Citrus Junos Fruit Extract, it ensures a non-sticky, radiant glow for even the most sensitive skin.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-LIGHT-ON-SERUM,420,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Light_On_Serum_Centella_Vita_C.png?v=1771864129
beauty-of-joseon-calming-serum-green-tea-panthenol-30ml,"Calming Serum : Green Tea + Panthenol (30ml)","Engineered for sensitive and oil-prone skin, this soothing serum effectively calms inflammation and redness. Skillfully formulated with 50% Green Tea Leaf Water and 5% Panthenol, it provides immediate relief while strengthening the skin barrier. Fortified with Centella Asiatica and Mugwort, it ensures your skin remains balanced, hydrated, and protected.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-CALMING-SERUM,350,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/BOJ_Calming_Serum.png?v=1774979172
beauty-of-joseon-green-plum-refreshing-cleanser-100ml,"Green Plum Refreshing Cleanser (100ml)","Start your routine with a gentle, pH-balanced cleanse that respects your skin's natural barrier. Engineered with 24% Plum Water and 3% Mung Bean Seed Extract, it skillfully removes impurities without stripping moisture. Fortified with botanical extracts, this revitalizing gel formula ensures your skin feels fresh, soft, and perfectly balanced.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-PLUM-CLEANSER,420,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Green_Plum_Refreshing_Cleanser_100ml.png?v=1772989575
beauty-of-joseon-green-plum-refreshing-toner-aha-bha-150ml,"Green Plum Refreshing Toner : AHA + BHA (150ml)","A mild daily resurfacing treatment that reveals a smoother, more radiant complexion. Engineered with 25% Green Plum Water and a gentle mix of 2% Glycolic Acid (AHA) and 0.5% Salicylic Acid (BHA), it skillfully exfoliates dead skin cells. Fortified with Mung Bean Extract, it ensures deep hydration while clarifying pores for a refined skin texture.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-PLUM-TONER,450,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Green_Plum_Refreshing_Toner_150ml.png?v=1772988904
beauty-of-joseon-apricot-blossom-peeling-gel-100ml,"Apricot Blossom Peeling Gel (100ml)","Experience the gentlest way to exfoliate with this gommage-type peeling gel inspired by traditional Korean wisdom. Engineered with 19% Prunus Mume Flower Water and 8% Plant-derived Cellulose, it skillfully rolls away dead skin cells and impurities. Fortified with Apple fruit extract, it ensures your skin remains smooth, moisturized, and refreshed without irritation.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-APRICOT-PEELING,420,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Apricot_Blossom_Peeling_Gel_100ml.png?v=1772984814
beauty-of-joseon-matte-sun-stick-mugwort-camelia-18g,"Matte Sun Stick : Mugwort + Camelia (18g)","The ultimate sunstick for convenient reapplication with a completely matte finish. Engineered with Mugwort and Camelia extracts, it skillfully protects your skin while controlling excess oil and sebum. Fortified with Silica and Vitamin E, this non-greasy stick glides smoothly over skin or makeup, ensuring your complexion remains fresh and protected throughout the day.","Beauty of Joseon","Skincare","Beauty of Joseon, Skincare",TRUE,Title,Default Title,BOJ-MATTE-SUN-STICK,450,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Matte_Sun_Stick_Mugwort_Camelia.png?v=1766311976
biodance-rejuvenating-caviar-pdrn-real-deep-mask,"Rejuvenating Caviar PDRN Real Deep Mask","An elite rejuvenation experience that synergizes the regenerative power of PDRN (Salmon DNA) with nutrient-rich Caviar Extract. This hydrogel mask utilizes a unique 'Real Deep' delivery system to force active anti-aging ingredients into the deepest layers of the skin. Designed to visibly lift, firm, and restore skin density, it provides an immediate porcelain glow and long-term structural repair, making it the ultimate clinical-grade treatment for mature or fatigued complexions.","Biodance","Masks","Biodance, Masks",TRUE,Title,Default Title,BIODANCE-9134907064556,45,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Biodance_Rejuvenating_PDRN_Real_Deep_Mask.png?v=1769205309
biodance-collagen-gel-toner-pads-60-pcs,"Collagen Gel Toner Pads (60 PCs)","A dual-action hydration powerhouse that bridges the gap between a toner and a hydrogel mask. These pads are infused with 100,000ppm of ultra-low molecular Collagen Water and fortified with specialized peptides to target pore elasticity and skin density. Each gel pad provides an instant moisture surge while delivering powerful anti-aging actives, ensuring your complexion remains exceptionally firm, smooth, and radiant with every wipe.","Biodance","Toners","Biodance, Toners",TRUE,Title,Default Title,BIODANCE-9120823640300,420,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Collagen_Gel_Toner_Pad-nobg-preview.png?v=1768322592
biodance-sea-kelp-gel-toner-pads-60-pcs,"Sea Kelp Gel Toner Pads (60 PCs)","A purifying and soothing sanctuary for sensitive and oily complexions. These specialized gel pads harness the minerals of Deep Sea Water and 100,000ppm of fermented Kelp Extract to delicately balance pH levels and control excess sebum. The cooling gel texture instantly calms inflammation and redness, providing a refreshing moisture veil that leaves your skin perfectly clear, hydrated, and exceptionally soft without a trace of irritation.","Biodance","Toners","Biodance, Toners",TRUE,Title,Default Title,BIODANCE-9120821477612,420,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/Sea_Kelp_Gel_Toner_Pads_Hero_Image_1200x1200_e435cc33-14e4-4647-b8d7-8e34bfa01cd0.png?v=1768321901
cow-brand-cow-brand-bouncia-premium-moist-body-soap-refill-silky-blossom-340ml,"COW BRAND Bouncia Premium Moist Body Soap Refill - Silky Blossom (340ml)","A highly moisturizing body soap that preserves moisture with its rich and cushioned foam Cow Brand Bouncia Premium Moist Body Soap is a dense foaming body wash that cleanses the skin without stripping away the moisture. It is f ormulated with a blend of ceramides that provide a beautiful, moisturizing wash. It's velvety and gentle on the skin and at the same time removes unwanted dirt and odor. It is made to provide lasting hydration even after rinsing it off! Features Effortless rinsing Advanced moisturizing formula Silky blossom scent Skin types All Skin Types Made In Japan How to Use Dispense product into existing or new pump bottle. Generate a luxurious lather by working several pumps of the soap into foam. Then rinse off thoroughly. Key Highlights Ceramides, Shea Butter, Collagen : Moisturizing ingredients that soothes and protects the skin's moisture barrier. Hyaluronic Acid : Deeply hydrates the skin. Ingredient Highlights Silicone-Free Alcohol-Free","Cow Brand","Bath & Body","Cow Brand, Bath & Body",TRUE,Title,Default Title,COWBRAND-8008950153452,171,shopify,100,deny,manual,https://cdn.shopify.com/s/files/1/0515/4589/9157/files/COW_BRAND_Bouncia_Premium_Moist_Body_Soap_Refill_-_Silky_Blossom__340ml_-removebg-preview.png?v=1766171095
